,doc,sid,speaker,transcription,cleaned_transcription,translation,mix_to_spa,spa_to_mix
284,2009-11-26-d,2009-11-26-d_000058,Constantino Teodoro Bautista,"i3kan4 ka3xi4 tu3 mi3i4 ba3 ti4 kan4 ji'4in(4)=a2, sa3kan4 ka4a4 yo'4o1 ka4chi2=ra1 ji'4in(4)=a2 nda'4bi2","i3kan4 ka3xi4 tu3 mi3i4 ba3 ti4 kan4 ji'4in(4)=a2, sa3kan4 ka4a4 yo'4o1 ka4chi2=ra1 ji'4in(4)=a2 nda'4bi2","también de ahí coma un poquito, así eres tú"", le dijo al pobre hombre.",3n1o1o1o1o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o5o4o5o5o5o5o5o5o5o5o5o5o5o5o5o5o5o5o5o5o,", it was that gentleman and Albino, they're the two who sold me the prayers, and the prayer for consultation was left to me by my grandmother."
285,2009-11-26-d,2009-11-26-d_000059,Constantino Teodoro Bautista,"i3kan4, nde4e4=na2, ndi4 ba'1a3 ba3 tu3 a1chi1 ko14o3 ya1 nde3e4 bi4 ndi4","i3kan4, nde4e4=na2, ndi4 ba'1a3 ba3 tu3 a1chi1 ko14o3 ya1 nde3e4 bi4 ndi4","Así siguieron y el pobre hombre dijo, ""Todo está bien, no hay ningún problema,",1o1o1o3o3o3o3o3o3o3o3o3o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o,"San Antonio muerto, San Antonio Bautista muerto, San Antonio rojo, San Antonio muerto, San Antonio muerto, San Antonio muerto, San Antonio muerto, San Antonio muerto, San Antonio muerto, San Antonio muerto, San Antonio muerto, San Antonio muerto, San Antonio muerto, San Antonio muerto, San Antonio muerto, San Antonio muerto, San Antonio muerto, San Antonio muerto, San Antonio muerto, San Antonio muerto, San Antonio muerto, San Antonio muerto, San Antonio muerto, San Antonio muerto, San Antonio muerto, San Antonio muerto, San Antonio muerto, San Antonio muerto"
286,2009-11-26-d,2009-11-26-d_000060,Constantino Teodoro Bautista,"ta1 xi4kan1 ku4u(4)=2 tan3 ku14ni2=un4 ta3xi(3)=un4 i3nda14=e2 ko'3o(3)=2 ji'4in(4)=un4, ba'1a3 na4tu2 sa3kan4 ndi4","ta1 xi4kan1 ku4u(4)=2 tan3 ku14ni2=un4 ta3xi(3)=un4 i3nda14=e2 ko'3o(3)=2 ji'4in(4)=un4, ba'1a3 na4tu2 sa3kan4 ndi4","yo estoy pidiendo de buena manera una cerveza y no me quieres dar, está bien,",1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o,", and when I prayed to him, he said, ""Hey buddy, you have a very poisonous mouth, where did you get that prayer?"" and I said, ""I bought it""."
287,2009-11-26-d,2009-11-26-d_000061,Constantino Teodoro Bautista,"ko14o(3)=a2 nde3e4 ku4u4 bi4=a2 ka4chi(2)=a2 nda'4bi2 ji'4in4=ra3,","ko14o(3)=a2 nde3e4 ku4u4 bi4=a2 ka4chi(2)=a2 nda'4bi2 ji'4in4=ra3,","no hay ningún problema"", dijo el pobre hombre.",4n4n4n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n,"dragged the crocodile closer to the rabbit, as the water reached a little lower, half-legged."
288,2009-11-26-d,2009-11-26-d_000062,Constantino Teodoro Bautista,"tan3 ndi4 ku3ni(3)=un4 ndi4, tan42 ka4a4 ndu3xi4 tie4tan24 ka4a(4)=on4 ndi4, i4yo2 se'1e(3)=on4 tan3 ko14o3 ndo3so(4)=on4, ka4chi2=ra1 ji'4in(4)=a2 chi1","tan3 ndi4 ku3ni(3)=un4 ndi4, tan42 ka4a4 ndu3xi4 tie4tan24 ka4a(4)=on4 ndi4, i4yo2 se'1e(3)=on4 tan3 ko14o3 ndo3so(4)=on4, ka4chi2=ra1 ji'4in(4)=a2 chi1","""Pero debes saber que te pareces a una gallina que tiene hijos pero no tiene pechos"", le dijo el hombre.",1o1o2o4o4o4o4o4o4o4o4o2o1o1o1o1o1o1o1o2o1o1o1o2o1o1o1o2o1o1o1o2o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1,"was just drinking. And when they finished that beer again, the poor man who was his roommate said to him again,"
289,2009-11-26-d,2009-11-26-d_000063,Constantino Teodoro Bautista,"ya1 kan4 ndi4, ya1 ku4ni2 ka3xi4 ku4u4 mi3i4 ba(3)=e2 kan4 na4tu2 ndu3xi4 ba42 sa3kan4 i4yo(2)=a2 be'3e3 na1 ko4ndo3 is1to'3o(2)=a2 ndi4","ya1 kan4 ndi4, ya1 ku4ni2 ka3xi4 ku4u4 mi3i4 ba(3)=e2 kan4 na4tu2 ndu3xi4 ba42 sa3kan4 i4yo(2)=a2 be'3e3 na1 ko4ndo3 is1to'3o(2)=a2 ndi4","La gallina también quiere comer al igual que sus pollitos en casa de los dueños,",1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1,": I mean, that phrase asks the evil spirits to get out so they don't interfere with the reading of the hands."
290,2009-11-26-d,2009-11-26-d_000064,Constantino Teodoro Bautista,ba143 ja4chi4ñu3 bi4=a2 ndu3xi4 kan4 tan3 i4yo2 ma1ni4=a2 ndi4 a1su3 ba42 sa4-kwa'3nu(3)=a2 ya1 ko4ndo3 se'1e3=a2 kan4,ba143 ja4chi4ñu3 bi4=a2 ndu3xi4 kan4 tan3 i4yo2 ma1ni4=a2 ndi4 a1su3 ba42 sa4-kwa'3nu(3)=a2 ya1 ko4ndo3 se'1e3=a2 kan4,"no trabaja para comer, sólo se dedica a cuidar a sus pollitos,",I3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n,": So that means that phrase, it refers to the lying spirit, that says mellow words, words that aren't true."
291,2009-11-26-d,2009-11-26-d_000065,Constantino Teodoro Bautista,"xa4xi24=a2 ji'4in4 se'1e3=a2 sa3kan4 ndi4 kwa'3nu3 se'1e3=a2, ku3-ta3ku2 tu3 mi3i4 ba(3)=e2,","xa4xi24=a2 ji'4in4 se'1e3=a2 sa3kan4 ndi4 kwa'3nu3 se'1e3=a2, ku3-ta3ku2 tu3 mi3i4 ba(3)=e2,",y cuando les dan de comer a los pollitos también come.,1o1o3o3o3o3o3o3o3o3o3o4o4o4o3o4o4o4o4o4o3o3o4o4o4o4o4o4o3o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4,"also speaks of paca luck, paper luck, it also refers to that, money luck, fortune."
292,2009-11-26-d,2009-11-26-d_000066,Constantino Teodoro Bautista,sa3kan4 ku4u4 tan3 ke13ta3 ba(3)=e2 nda'4bi2 ya1 xi4kan1 kan4 tan3 kwa'1an1 ba(3)=e2 kan4,sa3kan4 ku4u4 tan3 ke13ta3 ba(3)=e2 nda'4bi2 ya1 xi4kan1 kan4 tan3 kwa'1an1 ba(3)=e2 kan4,Después de un rato el pobre hombre que esta pidiendo de tomar se fue.,Ciento tres ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba4ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3ba3,", and when I was with them, I didn't go into the mountains, I just did the check and I said, ""The deer are in this forest""."
293,2009-11-26-d,2009-11-26-d_000067,Constantino Teodoro Bautista,ja143 ka'4an2=ra1 ji'4in4 ta1 *amigu**=ra1 kan4 ndi4,ja143 ka'4an2=ra1 ji'4in4 ta1 amigu=ra1 kan4 ndi4,"Entonces el hombre le dijo a su amigo,",1o1o2o3o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4,": So she taught me, at the end, she cleaned me up, and she cried when she said, ""Here are my father's words, my mother's words""."
294,2009-11-26-d,2009-11-26-d_000068,Constantino Teodoro Bautista,"ki1bi4 yo4o4 xi4ka(3)=e4 ma14ñu2 kan4 nda4a2 xi4ka(3)=e4 ku4-si1i4 i3ni2=o4 ndi4, *tanto** tan42, ta4xi3 na1 kan4 tan3 ta3xi3 tu3 yo4o4 ba3","ki1bi4 yo4o4 xi4ka(3)=e4 ma14ñu2 kan4 nda4a2 xi4ka(3)=e4 ku4-si1i4 i3ni2=o4 ndi4, tanto tan42, ta4xi3 na1 kan4 tan3 ta3xi3 tu3 yo4o4 ba3","""Cuando andamos en el pueblo disfrutando, tomando, si nos encontramos con amigos y nos invitan también nosotros debemos invitarles,",3n3n3n4n4n4n4n4n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n3n 3n3n3n3n3n3n3n3n3n3,": So I gave them the location of the deceived person's house, as I was told by the characteristics of the man."
295,2009-11-26-d,2009-11-26-d_000069,Constantino Teodoro Bautista,tan3 ta1 yo'4o4 ndi4 tu1chi32=ni42 ta1 yo'4o4 na4 mi3i4=ra2 ndi4 ki1bi4 ko'3o3=ra2 ndi4 ko'14o3 ta1a3 ji'4in4=ra2 ndi4 xi'4i4 mi3i4 ba3=ra2 tan3,tan3 ta1 yo'4o4 ndi4 tu1chi32=ni42 ta1 yo'4o4 na4 mi3i4=ra2 ndi4 ki1bi4 ko'3o3=ra2 ndi4 ko'14o3 ta1a3 ji'4in4=ra2 ndi4 xi'4i4 mi3i4 ba3=ra2 tan3,"pero este hombre es muy tacaño, cuando él toma no invita a nadie, sólo él toma,",3D1N3D1N3D1N3D1N3D2N3D2N3D2N3D2N3D2N3D2N3D2N3D2N3D2N3D2N3D2N3D2N3D2N3D2N3D2N3D2N3D2N3D2N3D2N3D2N3D2N3D2N3D2N3D2N3D2N3D2N3D2N3D2N3D2N3D2N3D2N3D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D4D,": ""If it's the heart that hurts, it's this prayer, if it's the head, it's this other prayer, if it's the sickness, it's this other prayer""."
296,2009-11-26-d,2009-11-26-d_000070,Constantino Teodoro Bautista,"ya1 kan4 ba42 ni1-ka'1an(1)=e1 ji'4in4=ra2 ndi4 ndu3xi4 tie4tan24 ku4u4=ra2 ndi4, ko14o(3)=a2 ba'1a3 bi4 ndu3xi4 ndi4","ya1 kan4 ba42 ni1-ka'1an(1)=e1 ji'4in4=ra2 ndi4 ndu3xi4 tie4tan24 ku4u4=ra2 ndi4, ko14o(3)=a2 ba'1a3 bi4 ndu3xi4 ndi4","por eso le dije que es una gallina, una gallina no sirve",1o1o3o4o4o4o4o4o4o1o4o4o4o4o4o4o1o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o,": ""My father is very sick"", I ask them, ""where are you from?"", ""from San Martin"" so we're going straight there by car."
297,2009-11-26-d,2009-11-26-d_000071,Constantino Teodoro Bautista,"ni3 ba'14a4=ri4 ja3chi4ñu3=ri4 tan3 ni3 ndo3so4=ri4 ko14o3 tan3 ta'3an2=ri4 ka'4an2=ri4 ndi4 se'1e3=ri4 ba42 i4yo2, ka4chi2=ra1 ji'4in(4)=a2 nda'4bi2 kan4","ni3 ba'14a4=ri4 ja3chi4ñu3=ri4 tan3 ni3 ndo3so4=ri4 ko14o3 tan3 ta'3an2=ri4 ka'4an2=ri4 ndi4 se'1e3=ri4 ba42 i4yo2, ka4chi2=ra1 ji'4in(4)=a2 nda'4bi2 kan4","para trabajar, tampoco tiene pechos pero también dice que tiene hijos"", le dijo a su amigo.",Las tres partes de la estructura de la estructura de la estructura de la estructura de la estructura de la estructura de la estructura de la estructura de la estructura de la estructura de la estructura de la estructura de la estructura de la estructura de la estructura de la estructura de la estructura de la estructura de la estructura de la estructura de la estructura de la estructura de la estructura de la estructura de la estructura de la estructura de la estructura de la estructura de la estructura de la estructura de la estructura de la estructura de la estructura de la estructura de la estructura de la estructura de la estructura de la estructura de la estructura de la estructura de la estructura de la estructura de la estructura de la estructura de la estructura de la estructura de la estructura de la estructura de la estructura de la estructura de la estructura de la estructura de la estructura de la estructura de la estructura de la estructura de la estructura de la estructura de la estructura de la estructura de la estructura de la estructura de la estructura de la estructura de la estructura de la estructura de la estructura de la estructura.,", you're still very young and you've been touched by this misfortune, I want you to tell the crocodile brother to come out so I can talk to him"","
298,2009-11-26-d,2009-11-26-d_000072,Constantino Teodoro Bautista,"ya1 kan4 ku4u4 kwen4tu2 ya3ta4, xa'1a4 ta1 xi'4i4 tan3","ya1 kan4 ku4u4 kwen4tu2 ya3ta4, xa'1a4 ta1 xi'4i4 tan3",Ese fue el cuento acerca del borracho,"En el caso de los ejemplares, el nombre de los ejemplos es: ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""B"", ""A"", ""A"", ""A"", ""A"", ""A"", ""B"", ""A"", ""B"", ""A"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"" en otro otro otro otro otro otro otro otro otro otro otro otro otro otro otro",". Yes, because that spirit is distorting the word, that is why it is asked to withdraw because it does not allow to know the truth."
299,2009-11-26-d,2009-11-26-d_000073,Constantino Teodoro Bautista,"tan3 ku4-xi'4nda24=ra2 ya1 ku4ni2=ra1 ko'3o3=ra2 ji'4in4, xi'4in4 *amigu**=ra1.","tan3 ku4-xi'4nda24=ra2 ya1 ku4ni2=ra1 ko'3o3=ra2 ji'4in4, xi'4in4 amigu=ra1.",que se negaba a invitarle a sus amigos.,1n4n4o1n3o1n3o1n3o1n3o1n3o1n3o1n3o1n3o1n3o1n3o1n3o1n3o1n3o1n3o1n3o1n3o1n3o1n3o1n3o1n3o1n3o1n3o1n3o1n3o1n3o1n3o1n3o1n3o1n3o1n3o1n3o1n3o1n3o1n3o1n3o1n3o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n3o1n3o1n3o1n3o1n1,"says that when the consultation is being done the hand doesn't tell the truth, that means the hand doesn't want to convey well."
300,2009-11-26-d,2009-11-26-d_000074,Constantino Teodoro Bautista,Constantino Teodoro Bautista. *Cincuenta y uno** kwi1ya1=yu1. Yoloxóchitl na3ni4 ñu3u2=yu1.,Constantino Teodoro Bautista. Cincuenta y uno kwi1ya1=yu1. Yoloxóchitl na3ni4 ñu3u2=yu1.,Constantino Teodoro Bautista. Tengo cincuenta y un años. Mi pueblo se llama Yoloxóchitl.,"""Creo que en el caso de los que se encuentran en el centro de la ciudad, el número de personas que se encuentran en el centro de la ciudad, el número de personas que se encuentran en el centro de la ciudad, el número de personas que se encuentran en el centro de la ciudad, el número de personas que se encuentran en el centro de la ciudad, el número de personas que se encuentran en el centro de la ciudad, el número de personas que se encuentran en el centro de la ciudad, el número de personas que se encuentran en el centro de la ciudad, el número de personas que se encuentran en el centro de la ciudad, el número de personas que se encuentran en el centro de la ciudad, el número de personas que se encuentran en el centro de la ciudad, el número de personas que se encuentran en el centro de la ciudad, el número de personas que se encuentran en el centro de la ciudad, el número de personas que se encuentran en el centro de la ciudad y el número de las personas que se encuentran en la ciudad"".",": You mean that rain lord is lozan, that rain lord that carries the luck of money, is the rich rain."
301,2009-11-26-e,2009-11-26-e_000000,Mode,spontaneous,spontaneous,,1o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4,"(PPE). - (DE) Madam President, ladies and gentlemen, ladies and gentlemen, ladies and gentlemen, I should like to thank the Commissioner for his excellent report."
302,2009-11-26-e,2009-11-26-e_000001,Constantino Teodoro Bautista,"I3in3 tiem4pu2 ni1-xi1yo3 i3in3, i3in3 ta1a3 ndi4","I3in3 tiem4pu2 ni1-xi1yo3 i3in3, i3in3 ta1a3 ndi4",Hubo una vez un hombre que,4n4i3n4i3n4i2n4i2n4i2n4i3n4i3n4i3n4i3n4i3n4i3n4i3n4i3n4i3n4i3n4i3n4i3n4i3n4i3n4i3n4i3n4i3n4i3n4i3n4i3n4i3n4i3n4i3n4i3n4i3n4i3n4i3n4i3n4i3n4i3n4i3n4i3n4i3n4i3n4i3n4i3n4i3n4i3n4i3n4i3n4i3n4i3n5i3n5i3n5i3n5i3n5i3n5i3n5i3n5i3n5i3n5i3n5i3n5i3n5i3n5i3n5i3n5i3n5i3n5i3n5i3n5i3n5i3n5i3n5i3n5i3n5i3n5i3n5i3n5i3n5i3n5i3n5i3n5i3n5i3n5i3n5i3n5i3n5i3n5i3n5i3n5i3,": So, when you consult, you talk to the hand, or rather the spirit, so that all these bad things come out,"
303,2009-11-26-e,2009-11-26-e_000002,Fidelity,high,high,,Su4u3u3u1u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u4u,"ans (PPE). - (DE) Madam President, ladies and gentlemen, ladies and gentlemen, ladies and gentlemen, ladies and gentlemen, ladies and gentlemen, ladies and gentlemen, ladies and gentlemen, ladies and gentlemen, ladies and gentlemen, ladies and gentlemen, ladies and gentlemen, ladies and gentlemen, ladies and gentlemen, ladies and gentlemen, ladies and gentlemen, ladies and gentlemen, ladies and gentlemen, ladies and gentlemen, ladies and gentlemen, ladies and gentlemen, ladies and gentlemen, ladies and gentlemen, ladies and gentlemen, ladies and gentlemen, ladies and gentlemen, ladies and gentlemen, ladies"
304,2009-11-26-e,2009-11-26-e_000003,Constantino Teodoro Bautista,"i4yo2 ki3ni2 sa4-na3ñu3=ra2 tan3, tan3 i4yo(2)=a2 bu4rru2 ja1na1=ra1","i4yo2 ki3ni2 sa4-na3ñu3=ra2 tan3, tan3 i4yo(2)=a2 bu4rru2 ja1na1=ra1","tenía marranos y los engordaba, también tenía un burro.",3o3o3o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o,"and if I do that, I'm gonna get in trouble, then they're gonna chase me or they're gonna follow me to the mountain where I'm going and they're gonna kill me."
